"","X_CENTROID","Y_CENTROID","SUPERFICIE","SIREN"
"631",819413,6583239,24299,200071645
"632",463679,6835624,23253,200071652
"633",418096,6671740,78559,200071678
"634",871747,6577953,122621,200071751
"635",725122,6935821,27893,200071769
"636",789671,6827466,60995,200071777
"637",721097,6948798,38571,200071785
"638",517489,6499059,57500,200071819
"639",479023,6508674,64479,200071827
"640",600291,6912773,34683,200071843
"641",656501,6781436,43390,200071850
"642",421639,6730782,58614,200071868
"643",466194,6688726,122122,200071876
"644",791321,6596646,94499,200071884
"645",718467,6967710,29571,200071892
"646",358253,6606526,50678,200071900
"647",376681,6647836,32651,200071918
"648",636288,6215443,80718,200071926
"649",405003,6606615,45144,200071934
"650",554491,6569136,117816,200071942
"651",981462,6590463,32174,200071967
"652",744663,6983296,33289,200071983
"653",712091,6912043,53829,200071991
"654",784266,6407262,68070,200072007
"655",832000,6463905,31920,200072015
"656",478202,6535108,59196,200072023
"657",732236,6888793,88910,200072031
"658",513297,6538854,132472,200072049
"659",885351,6604087,19024,200072056
"660",576861,6694042,73261,200072064
"661",547346,6742383,103219,200072072
"662",681518,6555581,68645,200072080
"663",700330,6545198,42876,200072098
"664",461338,6260625,53061,200072106
"665",691785,6874129,21490,200072130
"666",990029,6375237,102282,200072304
"667",584385,6890954,67717,200072312
"668",505027,6264023,51957,200072320
"669",671475,6812499,43803,200072346
"670",387889,6816892,48915,200072452
"671",668728,7047913,64930,200072460
"672",623114,7080724,19189,200072478
"673",721423,6859290,39601,200072544
"674",504812,6203275,65459,200072635
"675",517007,6239176,99359,200072643
"676",516121,6687185,48790,200072650
"677",506337,6666105,68580,200072668
"678",502479,6802342,60175,200072676
"679",510401,6772207,40369,200072684
"680",528487,6762692,40113,200072692
"681",482808,6802742,47250,200072700
"682",473079,6785328,41820,200072718
"683",368119,6740960,88440,200072726
"684",329913,6705993,31329,200072734
"685",876380,6708167,42461,200072825
"686",693286,6845692,33430,200072874
"687",350576,6643824,49184,200072882
"688",496065,6707003,76149,200072981
"689",879519,6762054,70067,200072999
"690",655703,6888377,12241,200073013
"691",843579,6445053,50279,200073096
"692",1193045,6183114,39126,200073104
"693",490832,6737657,54554,200073112
"694",1217641,6191671,38912,200073120
"695",1211412,6161866,90976,200073138
"696",527552,6220877,51191,200073146
"697",535847,6703729,21333,200073161
"698",517396,6720873,50761,200073237
"699",808845,6396465,31809,200073245
"700",1226409,6168841,23449,200073252
"701",383238,6605421,95085,200073260
"702",614782,6835340,63615,200073344
"703",739534,6446527,109105,200073393
"704",784686,6429445,46179,200073401
"705",764560,6449585,133147,200073419
"706",786108,6466575,35157,200073427
"707",845000,6493164,41870,200077014
"708",414963,6782792,69499,200083392
"709",501092,6945859,51685,200084952
"710",725722,6466851,42595,200085728
"711",849184,6478544,41104,200085751
"712",567996,6903299,51418,200089456
"713",703986,6862823,56411,200090504
"714",625900,6679215,50904,200090561
"715",903061,6603005,99238,200090579
"716",617516,7091547,18583,200090751
"717",702086,7059539,67538,200093201
"718",860787,6531084,12745,240100610
"719",931899,6578358,40420,240100750
"720",852895,6528538,6553,240100800
"721",882607,6535271,71316,240100883
"722",914526,6562428,17963,240100891
"723",759862,6975811,72867,240200444
"724",750954,6955972,43247,240200469
"725",723818,6920181,18143,240200477
"726",718094,6980305,45129,240200493
"727",738428,6919737,39736,240200501
"728",727316,6907329,23261,240200519
"729",764765,6933458,57140,240200576
"730",723179,6876002,23688,240200584
"731",752807,6927513,17945,240200592
"732",779315,6975329,35126,240200600
"733",778590,6957906,25840,240200634
"734",749658,6570231,33398,240300491
"735",679915,6614164,49580,240300558
"736",669951,6596276,19118,240300566
"737",654803,6592134,38138,240300657
"738",924577,6327569,31157,240400440
"739",982213,6432957,87723,240500439
"740",978360,6416459,52203,240500462
"741",1060766,6320374,65996,240600551
"742",1024874,6299671,48651,240600585
"743",1049148,6311771,21537,240600593
"744",792706,6380140,27954,240700302
"745",801740,6384668,9275,240700617
"746",826345,6451358,14816,240700716
"747",820680,6389958,22064,240700815
"748",827204,6366703,26327,240700864
"749",826082,6997115,27461,240800821
"750",853652,6948342,52727,240800847
"751",810870,6947014,101788,240800862
"752",829946,6921736,119807,240800920
"753",584736,6194536,22325,240900431
"754",603983,6203974,33088,240900464
"755",794522,6809223,32337,241000223
"756",827253,6791463,35227,241000405
"757",755376,6789863,31874,241000447
"758",750918,6809629,44052,241000488
"759",696173,6230840,93381,241100593
"760",665338,6362546,20705,241200187
"761",664080,6328306,31051,241200542
"762",711252,6338952,51663,241200567
"763",645887,6371051,16266,241200625
"764",657366,6378922,41535,241200641
"765",674711,6352968,26548,241200658
"766",635285,6373718,18725,241200674
"767",684485,6345018,49336,241200765
"768",636128,6353401,26281,241200807
"769",713773,6317037,65465,241200906
"770",685709,6331264,44350,241200914
"771",847230,6295487,32058,241300375
"772",834470,6290725,144329,241300417
"773",487637,6919339,11928,241400415
"774",466015,6873540,49184,241400514
"775",431288,6914923,20027,241400555
"776",452742,6915916,6107,241400860
"777",493894,6910022,32016,241400878
"778",657952,6428229,49437,241500230
"779",676107,6464561,45858,241500255
"780",651183,6460432,22797,241500271
"781",660230,6473789,32861,241501055
"782",671911,6427794,23702,241501089
"783",655210,6447547,64382,241501139
"784",463498,6524647,22669,241600303
"785",386374,6569379,33223,241700434
"786",360108,6576021,8546,241700459
"787",404620,6531797,27311,241700517
"788",367832,6545686,17540,241700624
"789",411260,6508374,26533,241700632
"790",392611,6510765,60107,241700640
"791",385914,6528984,16084,241700699
"792",673367,6662628,36461,241800374
"793",670105,6642550,33852,241800424
"794",690359,6636838,27210,241800432
"795",639485,6652162,23458,241800457
"796",652912,6660975,42013,241800507
"797",624655,6474288,47432,241900133
"798",605880,6467239,85480,241927201
"799",587566,6484653,33782,241927243
"800",1226447,6200190,6927,242000354
"801",1211609,6089520,68441,242000495
"802",1194036,6119317,38283,242000503
"803",1180765,6116520,27164,242010056
"804",1196087,6082901,52883,242010130
"805",1209913,6144928,36165,242020071
"806",1180550,6176717,56615,242020105
"807",856241,6715115,37398,242100154
"808",854572,6691372,24031,242100410
"809",823455,6746186,181899,242101434
"810",790150,6694232,26885,242101442
"811",817193,6713178,31603,242101459
"812",800843,6726695,43160,242101491
"813",866939,6664569,38175,242101509
"814",236733,6816311,70521,242200715
"815",585402,6576620,27417,242300135
"816",594233,6558256,38933,242320000
"817",598761,6582534,34133,242320109
"818",537188,6485580,51366,242400752
"819",474665,6457542,24372,242400935
"820",549630,6473217,54605,242401024
"821",958585,6661604,19885,242500320
"822",954055,6650310,15473,242500338
"823",926510,6687158,51996,242500361
"824",973149,6667898,16268,242504116
"825",958854,6681303,64505,242504181
"826",979634,6679589,14953,242504355
"827",971325,6695198,23049,242504371
"828",948300,6699443,34986,242504447
"829",939244,6655130,20538,242504488
"830",942148,6645453,17893,242504496
"831",859945,6405084,59371,242600252
"832",865002,6385103,37171,242600492
"833",891393,6396221,116460,242600534
"834",549555,6877667,26015,242700276
"835",551601,6896758,30600,242700607
"836",582455,6790058,34141,242852465
"837",131265,6844578,32095,242900074
"838",147497,6838431,21819,242900314
"839",147464,6852759,27288,242900553
"840",194604,6807456,40953,242900561
"841",138698,6798245,17809,242900629
"842",156059,6799855,10650,242900645
"843",174235,6779981,13001,242900660
"844",208876,6776115,60751,242900694
"845",158541,6774704,16742,242900702
"846",153824,6788151,21185,242900710
"847",212339,6816249,25807,242900744
"848",178026,6847271,40666,242900751
"849",189259,6780382,37228,242900769
"850",159545,6857505,20329,242900793
"851",166023,6837622,37515,242900801
"852",200530,6852766,65320,242900835
"853",744783,6318766,37008,243000270
"854",789336,6303974,19473,243000296
"855",797893,6294858,8143,243000569
"856",825962,6299991,20540,243000585
"857",803034,6287901,20485,243000593
"858",805881,6308883,79260,243000643
"859",797677,6272285,20539,243000650
"860",826863,6317053,25588,243000684
"861",573128,6284096,46137,243100518
"862",616535,6263988,35390,243100567
"863",580813,6266628,25023,243100633
"864",586221,6290200,21003,243100732
"865",583226,6304419,14728,243100773
"866",555208,6280918,10000,243100781
"867",578397,6290183,4824,243100815
"868",510162,6314962,68683,243200391
"869",453426,6301973,31791,243200409
"870",487905,6317116,49967,243200417
"871",483101,6274925,29025,243200425
"872",461131,6311302,53640,243200458
"873",467541,6275956,29990,243200508
"874",531720,6265890,32794,243200599
"875",481071,6293674,37885,243200607
"876",416309,6426186,57642,243300316
"877",373969,6398032,32260,243300563
"878",417320,6466280,25303,243300811
"879",404360,6414453,23228,243301165
"880",431712,6452150,21253,243301181
"881",435934,6413500,12387,243301215
"882",425806,6444413,15625,243301223
"883",429627,6427657,8289,243301249
"884",421036,6405040,33084,243301264
"885",430055,6420346,6827,243301355
"886",476576,6414214,22267,243301371
"887",392820,6438162,63880,243301389
"888",437149,6435630,13337,243301397
"889",398010,6389023,54674,243301405
"890",427747,6411828,8738,243301439
"891",410862,6443864,18442,243301447
"892",457480,6418022,22869,243301454
"893",383784,6411126,59937,243301504
"894",771389,6282438,43928,243400017
"895",732183,6278712,23715,243400355
"896",783024,6279905,15299,243400470
"897",711298,6247072,17244,243400488
"898",787642,6291553,14993,243400520
"899",744155,6282384,48221,243400694
"900",758567,6315974,24198,243400736
"901",722459,6252957,30553,243400769
"902",735628,6259469,38859,243400819
"903",348575,6790367,71089,243500139
"904",330517,6794152,19637,243500550
"905",326666,6782105,29817,243500618
"906",372095,6765502,37394,243500634
"907",366647,6784345,10960,243500659
"908",353735,6807602,29981,243500667
"909",325246,6844812,11460,243500725
"910",343322,6819122,41716,243500733
"911",323076,6743938,99530,243500741
"912",369377,6801976,25396,243500774
"913",339119,6843270,24455,243500782
"914",602449,6678362,24940,243600202
"915",626785,6653673,31403,243600236
"916",595237,6655195,30279,243600293
"917",583022,6641063,48948,243600301
"918",560863,6616759,84142,243600319
"919",604604,6632649,54257,243600327
"920",561323,6637898,47727,243600343
"921",627137,6608097,64677,243600350
"922",541150,6722598,35254,243700499
"923",521624,6701711,38931,243700754
"924",549927,6691773,32883,243700820
"925",875303,6500665,24877,243800604
"926",941650,6446165,83413,243800745
"927",866747,6520431,6201,243800935
"928",902286,6480968,37389,243800984
"929",902196,6450041,25526,243801024
"930",889300,6481985,15533,243801073
"931",861840,6501200,13699,243801255
"932",934257,6601974,9890,243900354
"933",904680,6659995,27377,243900420
"934",930749,6607029,14802,243900479
"935",902055,6680074,25937,243900560
"936",924786,6612581,12928,243900610
"937",883740,6652677,21077,243901089
"938",366511,6351184,36118,244000543
"939",347878,6281582,15209,244000659
"940",372578,6298276,34512,244000675
"941",388913,6330962,41651,244000691
"942",394056,6313172,59969,244000766
"943",436524,6315151,21524,244000774
"944",419474,6319058,48165,244000808
"945",429277,6305332,16552,244000824
"946",362069,6325933,61140,244000857
"947",351545,6296665,61268,244000865
"948",372983,6369512,74021,244000873
"949",399080,6285664,18831,244000881
"950",545061,6768327,29587,244100293
"951",608440,6715929,57851,244100780
"952",590316,6723299,44021,244100798
"953",628518,6700987,49812,244100806
"954",777388,6530070,17067,244200614
"955",817162,6471163,30733,244200622
"956",793036,6539180,25107,244200630
"957",811947,6488312,72363,244200770
"958",765011,6534663,25829,244200820
"959",832879,6479871,14480,244200895
"960",807284,6456577,21230,244300307
"961",788069,6452946,28326,244301016
"962",729706,6476079,15277,244301099
"963",800666,6444938,20131,244301107
"964",764794,6418453,37070,244301123
"965",799581,6470876,11557,244301131
"966",352253,6689632,53397,244400404
"967",352487,6672547,30053,244400438
"968",340013,6718725,21431,244400453
"969",354266,6708284,50955,244400503
"970",354315,6726286,27565,244400537
"971",382441,6713490,85153,244400552
"972",318722,6695284,22306,244400586
"973",291262,6711902,39619,244400610
"974",307504,6705817,33394,244400644
"975",678303,6765074,23205,244500203
"976",671791,6735646,36269,244500211
"977",680165,6777268,28666,244500419
"978",640336,6754706,55162,244500427
"979",620314,6756590,33554,244500468
"980",628821,6771200,20927,244500484
"981",629388,6787890,24927,244500542
"982",554149,6377306,36909,244600433
"983",574990,6401962,30815,244600482
"984",592287,6365142,44481,244600532
"985",588644,6391731,33653,244600573
"986",480200,6402401,22733,244700449
"987",491656,6392370,24398,244700464
"988",467641,6360998,69865,244701355
"989",498702,6377503,25653,244701405
"990",740520,6381062,21339,244800405
"991",722940,6385413,26335,244800470
"992",431625,6716092,64013,244900015
"993",398295,6737591,65486,244900809
"994",465526,6713544,73816,244900882
"995",775988,6887969,18272,245100615
"996",744951,6861686,29072,245100888
"997",768984,6846310,31838,245100979
"998",843893,6773311,69470,245200597
"999",438041,6765839,42550,245300223
"1000",409147,6802511,48508,245300355
"1001",416639,6820408,52970,245300389
"1002",424745,6754646,33819,245300447
"1003",928365,6836930,19063,245400171
"1004",943474,6838473,13826,245400189
"1005",901488,6936260,17408,245400262
"1006",915214,6825626,37518,245400510
"1007",930487,6857397,15600,245400601
"1008",935642,6846801,14285,245400676
"1009",958495,6847516,24891,245400759
"1010",884046,6872197,24783,245500327
"1011",893944,6890553,25810,245501176
"1012",845854,6861260,18415,245501184
"1013",889195,6902589,24087,245501242
"1014",872486,6937178,24457,245501259
"1015",234038,6755219,11622,245600440
"1016",234046,6710367,8688,245600465
"1017",293849,6745888,32821,245614383
"1018",223720,6793070,77022,245614417
"1019",259761,6792735,72103,245614433
"1020",959484,6888871,26049,245700133
"1021",985955,6902550,13942,245700372
"1022",979373,6896748,7418,245700398
"1023",931971,6933159,18807,245700695
"1024",1009756,6858686,18452,245700950
"1025",964725,6904380,4763,245701164
"1026",965009,6868601,98506,245701206
"1027",923327,6918132,8650,245701222
"1028",923331,6908580,9961,245701271
"1029",940133,6918645,22437,245701354
"1030",925462,6923359,15677,245701362
"1031",913558,6932243,7301,245701404
"1032",714540,6646011,18204,245801063
"1033",709184,6656559,24744,245804406
"1034",714506,6630940,29266,245804497
"1035",652654,7101616,29626,245900428
"1036",680012,7060042,12790,245900758
"1037",736170,7013781,11765,245901038
"1038",717945,7030058,13878,245901152
"1039",739467,7030578,26377,245901160
"1040",661391,6914272,4866,246000129
"1041",658999,6920643,15719,246000376
"1042",663569,6935481,44134,246000566
"1043",632987,6906210,20353,246000582
"1044",618161,6906795,30366,246000707
"1045",702464,6923485,21157,246000749
"1046",701978,6945575,26824,246000756
"1047",663696,6895980,15004,246000764
"1048",692845,6933321,11435,246000772
"1049",619482,6946394,62763,246000848
"1050",685090,6941139,35397,246000855
"1051",693159,6898090,61826,246000871
"1052",674950,6921958,16685,246000897
"1053",616680,6924715,24700,246000913
"1054",670251,6912839,13974,246000921
"1055",458574,6856220,25584,246100390
"1056",481423,6821551,43013,246100663
"1057",698044,7037217,11259,246200299
"1058",685560,7037272,24053,246200364
"1059",607994,7082155,18551,246200380
"1060",604219,7067533,20661,246200729
"1061",635065,7089519,22108,246200844
"1062",634226,7068619,27232,246201016
"1063",708322,6519836,30216,246300701
"1064",690810,6489733,59762,246300966
"1065",730279,6527074,22981,246301097
"1066",423053,6224181,62040,246400337
"1067",435564,6236075,32711,246401756
"1068",468414,6223898,39141,246500482
"1069",483955,6198613,69006,246500573
"1070",697527,6169581,4167,246600282
"1071",682954,6154615,18455,246600373
"1072",614865,6152344,44264,246600399
"1073",669800,6173182,23569,246600415
"1074",658549,6185564,37156,246600423
"1075",681081,6165252,23365,246600449
"1076",627110,6162214,35643,246600464
"1077",665208,6149626,44112,246600548
"1078",1010987,6823879,30383,246700306
"1079",1045629,6841617,33984,246700488
"1080",1025978,6829139,13542,246700744
"1081",1017978,6812689,11668,246700777
"1082",1052546,6858706,8072,246700843
"1083",1060659,6888336,13079,246700926
"1084",1035444,6861620,11937,246700959
"1085",1029467,6806203,17033,246700967
"1086",1029720,6836930,16151,246701064
"1087",1034321,6827756,6795,246701080
"1088",1038898,6879563,18415,246701098
"1089",998668,6762236,16730,246800205
"1090",1013664,6804562,10330,246800395
"1091",1026855,6768416,13706,246800445
"1092",1018793,6775246,11556,246800494
"1093",1012153,6790373,18042,246800551
"1094",1013039,6765429,18989,246800569
"1095",1021653,6796819,16651,246800577
"1096",1006887,6778032,19562,246800585
"1097",1000120,6749169,16062,246800676
"1098",1024681,6784748,24426,246800726
"1099",858898,6514522,14198,246900575
"1100",824180,6525194,18419,246900625
"1101",829143,6515645,10668,246900724
"1102",829378,6505069,14446,246900740
"1103",836998,6508301,4893,246900757
"1104",845500,6503916,7639,246900765
"1105",936061,6730258,14538,247000011
"1106",923919,6727549,28486,247000367
"1107",903712,6725580,55263,247000623
"1108",964560,6735101,20426,247000664
"1109",914217,6709813,24160,247000698
"1110",928483,6706181,29297,247000706
"1111",960964,6723025,20645,247000714
"1112",978709,6727706,15312,247000722
"1113",955459,6751190,15378,247000755
"1114",977849,6739060,15306,247000821
"1115",968856,6752961,34911,247000854
"1116",808729,6626332,74207,247100290
"1117",835927,6637285,55426,247100589
"1118",777683,6576784,22436,247100639
"1119",872723,6643968,24340,247100647
"1120",837588,6613864,25854,247103765
"1121",787692,6575196,19711,247103864
"1122",826097,6621753,31676,247104094
"1123",454363,6752300,36746,247200090
"1124",489289,6771064,26805,247200132
"1125",471236,6742711,34280,247200348
"1126",502223,6762101,17788,247200421
"1127",494442,6754098,14941,247200447
"1128",479479,6759194,28619,247200629
"1129",524207,6785061,45506,247200686
"1130",971118,6495722,7952,247300015
"1131",1001388,6505820,61071,247300254
"1132",915772,6512677,12632,247300262
"1133",957041,6478591,27452,247300361
"1134",973363,6461223,32618,247300452
"1135",910792,6499754,7099,247300528
"1136",916353,6500333,8604,247300668
"1137",957291,6494868,16514,247300676
"1138",989226,6501995,27151,247300817
"1139",964125,6575154,7907,247400047
"1140",940490,6553851,11673,247400112
"1141",934365,6544681,6757,247400567
"1142",951158,6564102,9897,247400583
"1143",960304,6537268,34838,247400617
"1144",963854,6566643,13460,247400666
"1145",979114,6578395,30893,247400682
"1146",934815,6561140,15075,247400690
"1147",955968,6556965,9373,247400724
"1148",928715,6536603,16142,247400740
"1149",953338,6522681,15252,247400773
"1150",512652,6953576,14604,247600505
"1151",589740,6993610,21535,247600588
"1152",586201,6972290,19533,247600604
"1153",537829,6948468,16336,247600620
"1154",550641,6943879,8879,247600646
"1155",577653,6979016,33082,247600729
"1156",562098,6978245,13066,247600786
"1157",687143,6802434,21970,247700032
"1158",673352,6827400,15430,247700057
"1159",701921,6882100,23504,247700065
"1160",699153,6806315,27302,247700107
"1161",686024,6862383,6934,247700339
"1162",679563,6862832,10573,247700594
"1163",671277,6844970,4955,247700644
"1164",699088,6830767,29368,247700701
"1165",599405,6860002,29294,247800550
"1166",634874,6856174,12098,247800584
"1167",613261,6858050,22992,247800618
"1168",456820,6656861,46451,247900798
"1169",666073,6980438,24747,248000499
"1170",647887,6975040,35271,248000531
"1171",673346,6993283,46277,248000747
"1172",622509,6272704,37372,248100158
"1173",646119,6270818,40836,248100430
"1174",650586,6322292,25917,248100497
"1175",631782,6313101,21164,248100737
"1176",661908,6265865,15932,248100745
"1177",531369,6335860,34367,248200016
"1178",582778,6344825,39332,248200057
"1179",534458,6314016,38009,248200065
"1180",565940,6324122,28265,248200099
"1181",605610,6347196,46402,248200107
"1182",926364,6238466,35867,248300394
"1183",945967,6237916,8384,248300410
"1184",979670,6281031,92217,248300493
"1185",942299,6229364,37223,248300543
"1186",964274,6255583,45102,248300550
"1187",867871,6335989,51184,248400053
"1188",848817,6346196,14398,248400160
"1189",847019,6335713,18861,248400236
"1190",848163,6320608,30289,248400251
"1191",904702,6298539,36288,248400285
"1192",856426,6326892,15567,248400293
"1193",864445,6315980,12184,248400319
"1194",867649,6350763,27582,248400335
"1195",302628,6665663,4921,248500191
"1196",317068,6648684,18468,248500258
"1197",388923,6632269,31942,248500340
"1198",412973,6622086,31801,248500415
"1199",406452,6635685,32079,248500464
"1200",345350,6624868,22666,248500530
"1201",415270,6596007,28458,248500563
"1202",364527,6626647,50150,248500589
"1203",393312,6647005,25038,248500621
"1204",396834,6658520,19880,248500662
"1205",513281,6639825,113569,248600413
"1206",478926,6657248,85238,248600447
"1207",561614,6493909,33789,248700189
"1208",565781,6561386,20008,248719262
"1209",555123,6521545,15710,248719288
"1210",565134,6529004,52336,248719312
"1211",591201,6510391,23249,248719338
"1212",602369,6517940,37208,248719353
"1213",583514,6527097,32348,248719361
"1214",723689,6785010,37523,248900334
"1215",737722,6760480,6448,248900383
"1216",725056,6750722,26592,248900524
"1217",740105,6788602,40277,248900664
"1218",708551,6785058,40340,248900748
"1219",716747,6801091,37116,248900896
"1220",724598,6765945,35357,248900938
"1221",1001511,6722152,17303,249000241
"1222",634278,6837358,11938,249100074
"1223",656763,6812938,18879,249100157
"1224",654520,6824417,19405,249100546
"1225",642024,6823975,12073,249100553
"1226",629921,6825286,14414,249100595
"1227",630214,6882006,8698,249500109
"1228",636374,6891614,12026,249500430
"1229",644398,6887275,7541,249500455
"1230",647473,6894275,4899,249500489
"1231",607356,6892199,20157,249500513
"1232",1967018,5392968,11931,200018653
"1233",2728084,7197818,20848,200041507
"1234",3327774,9060791,33565,200044691
"1235",2056715,5286142,15949,249710047
"1236",3834361,10766588,46989,249710062
"1237",7054188,19466083,34284,249710070
"1238",1095039,2209432,1192036,200027548
"1239",1443556,3981059,4120984,249730037
"1240",2062964,3202065,485980,249730045
"1241",1414303,1618113,2583514,249730052
"1242",2031742,45897542,37804,249740077
"1243",1422895,30593970,56471,249740085
"1244",2150010,46011509,73641,249740093
"1245",1636372,38356011,53594,249740101
"1246",1039471,23050687,28798,249740119
"1247",12678981,29387307,52012,200041788
"1248",8661793,19275212,41198,249720053
"1249",2839404,6480733,17591,249720061
"1250",515369,8570066,9462,200060473
"1251",519892,8582547,7980,200060457
"1252",530755,8586362,1076,200050532
"1253",512917,8583765,9314,200059871
