codgeo;latitude;longitude;superficie;SEXE-AGE3_B_POP_ENS_ENS;densite;taux_cumu_1_inj
200067320;6383561;952854;243,990;7620;3,12307881470552e+01;0,561
200067346;6681683;324359;525,430;63534;1,20918105171003e+02;0,686
200067361;6394842;616844;1285,250;43563;3,38945730402645e+01;0,604
200067379;6856694;828573;452,350;11716;2,59002984414723e+01;0,685
200067429;6704098;734880;504,680;12187;2,41479749544266e+01;0,656
200067437;6338751;955325;1598,510;47382;2,96413535104566e+01;0,558
200067445;6387301;923094;717,720;9358;1,30385108398818e+01;0,588
200067452;6407045;995693;753,080;8031;1,06642056620811e+01;0,575
200067460;6806013;275980;1154,600;51230;4,43703447081240e+01;0,665
200067478;6383358;674081;645,860;19355;2,99677948781470e+01;0,689
200067486;6923630;951539;332,750;25187;7,56934635612322e+01;0,659
200067502;6886906;971753;347,610;52934;1,52279853859210e+02;0,653
200067544;6572864;642084;991,750;16589;1,67269977312831e+01;0,691
200067551;6585333;960717;238,740;88701;3,71538074893189e+02;0,527
200067593;6543797;650156;966,880;13476;1,39376137679960e+01;0,667
200067627;6514297;727704;270,340;25734;9,51912406599098e+01;0,684
200067635;6674800;369783;311,500;55455;1,78025682182986e+02;0,670
200067643;6826010;950413;271,800;16769;6,16961000735835e+01;0,681
200067650;6906657;957384;252,750;23116;9,14579624134520e+01;0,710
200067668;6768791;696356;500,000;20191;4,03820000000000e+01;0,636
200067676;6757094;672496;754,430;27555;3,65242633511393e+01;0,672
200067684;6872359;773175;587,940;47446;8,06987107527979e+01;0,685
200067692;6688294;746876;768,030;9718;1,26531515696001e+01;0,704
200067700;6637585;732781;530,330;20717;3,90643561556012e+01;0,706
200067742;6388793;973364;622,370;16499;2,65099538859521e+01;0,584
200067759;6973630;816375;414,630;24885;6,00173648795312e+01;0,693
200067767;6434947;882824;477,240;9600;2,01156650741765e+01;0,617
200067783;6872146;1023313;360,780;26627;7,38039802649814e+01;0,700
200067791;6211733;586573;447,520;31816;7,10940293171255e+01;0,625
200067817;6565068;824766;455,090;44277;9,72928431738777e+01;0,663
200067825;6378859;938873;349,890;50302;1,43765183343336e+02;0,601
200067841;6875562;1003308;384,190;24509;6,37939561154637e+01;0,686
200067866;6686860;375066;277,480;47805;1,72282687040507e+02;0,661
200067874;6864611;1045840;397,990;96736;2,43061383451846e+02;0,679
200067882;6646835;759009;1213,790;15432;1,27138961434845e+01;0,723
200067890;6675362;771895;972,760;12304;1,26485464040462e+01;0,695
200067908;6659921;734419;652,740;8580;1,31445904954499e+01;0,659
200067916;6696500;704847;718,430;25182;3,50514315938922e+01;0,680
200067924;6819108;1042994;272,170;47915;1,76048058198920e+02;0,689
200067932;6744505;268354;799,580;169785;2,12342729933215e+02;0,695
200067940;6209436;549587;1646,670;29928;1,81748619942065e+01;0,557
200067957;6897248;944664;255,780;19225;7,51622488075690e+01;0,719
200067965;6919378;685805;264,830;82870;3,12917720802024e+02;0,628
200067973;6909141;645961;306,800;60670;1,97750977835724e+02;0,634
200067981;6846654;240916;1123,860;73464;6,53675724734398e+01;0,701
200067999;6929589;636431;541,940;103191;1,90410377532568e+02;0,625
200068005;6945511;646874;398,090;21028;5,28222261297697e+01;0,667
200068047;6906938;658495;83,840;87036;1,03812022900763e+03;0,486
200068070;6667685;929090;655,860;25335;3,86286707529046e+01;0,634
200068088;6676146;716731;593,790;20033;3,37375166304586e+01;0,686
200068096;6406040;947528;794,930;11169;1,40502937365554e+01;0,619
200068104;6261612;942634;953,790;99179;1,03984105515889e+02;0,522
200068112;6856175;1024188;244,960;35772;1,46032005225343e+02;0,703
200068120;6796055;172188;479,440;100620;2,09869848156182e+02;0,662
200068146;6854129;994824;831,430;45555;5,47911429705447e+01;0,710
200068229;6361353;885919;1091,930;21127;1,93483098733435e+01;0,582
200068278;6725666;684894;550,870;18040;3,27481983045002e+01;0,682
200068294;6711075;962071;379,580;15958;4,20412034353759e+01;0,656
200068369;6803275;934818;476,280;19026;3,99470899470899e+01;0,655
200068377;6772893;966980;261,720;29357;1,12169494115849e+02;0,675
200068435;6813973;535999;390,360;11372;2,91320832052464e+01;0,675
200068443;6832093;432556;338,360;13200;3,90117035110533e+01;0,736
200068450;6856486;477071;721,260;33773;4,68250006932313e+01;0,709
200068468;6850474;521085;550,670;25823;4,68937839359326e+01;0,685
200068484;6370722;696628;741,410;14524;1,95897007054127e+01;0,691
200068500;7007081;715628;412,950;81739;1,97939217822981e+02;0,665
200068534;6964797;558306;476,300;37901;7,95737980264539e+01;0,715
200068542;6515610;882631;619,810;76630;1,23634662235201e+02;0,633
200068559;6810569;903706;730,580;23320;3,19198445071039e+01;0,658
200068567;6496371;895713;340,780;62888;1,84541346323141e+02;0,611
200068625;6326162;986100;1736,390;11443;6,59010936483163e+00;0,605
200068641;6266527;559430;321,430;121914;3,79286314283048e+02;0,631
200068658;6786196;859732;932,230;44753;4,80063932720466e+01;0,701
200068666;6829981;842850;942,720;57096;6,05651731160896e+01;0,658
200068674;6519767;924852;348,570;75876;2,17677941303038e+02;0,655
200068682;6795347;915241;416,400;17692;4,24879923150817e+01;0,633
200068757;6795781;952203;1126,930;111259;9,87275163497289e+01;0,658
200068765;6364129;924885;1493,850;25156;1,68397094755163e+01;0,567
200068773;6779259;919329;695,490;11987;1,72353304864196e+01;0,622
200068781;6435160;862108;909,780;223349;2,45497812658005e+02;0,610
200068799;6872413;419756;798,680;46853;5,86630440226374e+01;0,685
200068807;6251421;573561;315,250;32314;1,02502775574941e+02;0,619
200068815;6247852;542293;574,420;34793;6,05706625813864e+01;0,621
200068831;6347546;650696;582,940;17956;3,08024839606134e+01;0,659
200068856;6832219;535815;390,110;8220;2,10709799800056e+01;0,672
200068864;6845222;1027679;176,070;24606;1,39751235304140e+02;0,713
200068872;6608714;590463;455,010;19684;4,32605876793917e+01;0,697
200068880;6652846;614798;716,050;9870;1,37839536345227e+01;0,682
200068914;6512818;499842;446,460;21778;4,87792859382700e+01;0,686
200068922;6358947;493763;381,590;18341;4,80646767472942e+01;0,611
200068930;6373875;535290;453,010;24477;5,40319198251694e+01;0,611
200068948;6340225;486874;745,250;26189;3,51412277759141e+01;0,681
200068955;6728584;449826;445,970;27873;6,24997197120883e+01;0,669
200068963;6784408;491485;188,440;21296;1,13012099341966e+02;0,706
200068989;6828363;320070;955,530;97589;1,02130754659718e+02;0,668
200068997;6515160;965284;764,520;60956;7,97310730916130e+01;0,612
200069003;6778625;804351;815,480;18818;2,30759797910433e+01;0,706
200069029;7042463;608070;404,870;66119;1,63309210363820e+02;0,752
200069037;7065327;644526;547,630;105169;1,92043898252470e+02;0,691
200069052;6732869;993401;257,930;103016;3,99395184740046e+02;0,617
200069060;6743780;992232;174,270;15257;8,75480576117519e+01;0,639
200069086;6848384;257690;420,310;31277;7,44141229092812e+01;0,700
200069094;6437755;499282;391,760;14366;3,66704104553808e+01;0,635
200069102;6399035;745278;509,360;5312;1,04287733626512e+01;0,663
200069110;6505522;934724;523,150;135290;2,58606518207015e+02;0,640
200069128;6377739;762047;718,940;5507;7,65988816869280e+00;0,627
200069136;6348880;764508;618,990;5044;8,14875846136448e+00;0,545
200069144;6407380;709639;548,370;5086;9,27475974250962e+00;0,676
200069151;6353696;741429;909,430;6968;7,66194209559834e+00;0,578
200069169;6503605;680357;693,460;12594;1,81611051827070e+01;0,693
200069177;6507444;714117;308,840;40415;1,30860639813496e+02;0,717
200069185;6415828;726438;436,100;10644;2,44072460444852e+01;0,667
200069193;6552233;856641;635,250;39080;6,15190869736324e+01;0,669
200069227;6697502;682937;694,200;18476;2,66148084125612e+01;0,685
200069235;7049013;630021;423,870;15747;3,71505414395923e+01;0,683
200069250;6795856;779234;893,300;172329;1,92912795253554e+02;0,651
200069268;6372789;717776;583,750;7968;1,36496788008565e+01;0,646
200069300;6232602;457415;618,490;124774;2,01739720933241e+02;0,656
200069383;6364232;620044;670,300;27413;4,08966134566612e+01;0,619
200069391;6828747;295536;838,010;67695;8,07806589420174e+01;0,702
200069409;6834992;268282;605,230;151937;2,51040100457677e+02;0,710
200069417;6284070;373363;391,730;23776;6,06948663620351e+01;0,679
200069425;6848414;390520;1544,050;87773;5,68459570609760e+01;0,694
200069433;6836625;982287;449,860;11743;2,61036766994176e+01;0,661
200069441;6893747;1019223;601,880;34069;5,66043065062803e+01;0,675
200069458;6860988;500628;533,880;14554;2,72608076721361e+01;0,670
200069482;7018436;666541;557,860;33193;5,95005915462661e+01;0,707
200069516;6910672;440216;197,070;17138;8,69640229360126e+01;0,711
200069524;6890915;431781;422,920;24748;5,85169772060910e+01;0,677
200069532;6893198;497135;948,720;73740;7,77257778902100e+01;0,648
200069540;6699665;860441;125,920;15968;1,26810673443456e+02;0,734
200069565;6633411;949483;420,090;16099;3,83227403651599e+01;0,515
200069581;6398188;434757;311,230;32553;1,04594672750056e+02;0,641
200069599;6404443;455112;439,150;16543;3,76704998292155e+01;0,642
200069615;6634948;893045;434,050;19010;4,37967976039627e+01;0,630
200069623;6632079;926593;626,580;22675;3,61885154329854e+01;0,621
200069631;6299099;392481;312,870;18130;5,79473902898968e+01;0,706
200069649;6290626;416892;589,270;26045;4,41987543910262e+01;0,735
200069656;6351138;406558;1792,180;15679;8,74856320235691e+00;0,672
200069664;6792434;883413;829,710;10832;1,30551638524304e+01;0,682
200069672;7030744;648818;624,480;38158;6,11036382270049e+01;0,680
200069698;6602017;842430;218,310;15731;7,20580825431725e+01;0,677
200069722;6974994;602063;466,330;21523;4,61540111080136e+01;0,705
200069730;6939501;597651;612,180;29354;4,79499493612990e+01;0,692
200069748;6607198;437424;519,670;21480;4,13339234514211e+01;0,646
200069755;6568693;460370;1061,770;47614;4,48439869274890e+01;0,685
200069763;6625549;482435;562,260;41645;7,40671575427738e+01;0,668
200069821;6963083;515683;209,000;38635;1,84856459330144e+02;0,705
200069839;6969075;535171;390,930;27799;7,11099173765124e+01;0,702
200069847;6957160;544730;253,810;21005;8,27587565501753e+01;0,693
200069854;6610332;498309;1071,310;194068;1,81150180619989e+02;0,675
200069912;6836577;551144;316,510;7837;2,47606710688446e+01;0,675
200069953;6828708;601278;405,390;48574;1,19820419842621e+02;0,671
200069961;6780917;570258;771,290;40452;5,24471988486821e+01;0,698
200069995;6471364;398177;506,150;30210;5,96858638743456e+01;0,620
200070035;6572285;494319;825,840;27407;3,31868158481062e+01;0,686
200070043;6591170;530259;1998,570;39261;1,96445458502830e+01;0,708
200070068;6958268;584005;490,330;25133;5,12573165011319e+01;0,714
200070092;6435694;449572;571,830;91150;1,59400521133903e+02;0,635
200070100;6739728;652368;594,490;24609;4,13951454187623e+01;0,674
200070118;6559472;839672;157,840;20564;1,30283831728332e+02;0,675
200070126;6823740;770390;388,000;10177;2,62293814432990e+01;0,668
200070142;6921016;583522;275,950;20778;7,52962493205291e+01;0,664
200070159;6792772;609468;891,530;24522;2,75055242111875e+01;0,668
200070167;6812791;554726;349,430;14261;4,08121798357325e+01;0,661
200070183;6751524;598660;662,210;48768;7,36443122272391e+01;0,696
200070233;6662082;371500;288,840;48828;1,69048608226008e+02;0,695
200070282;6477666;475943;757,050;17807;2,35215639653920e+01;0,682
200070290;6920863;906358;211,920;23259;1,09753680634202e+02;0,589
200070308;6581467;835935;299,560;77947;2,60204967285352e+02;0,658
200070316;6616451;773197;866,420;22458;2,59204542831421e+01;0,736
200070324;6830363;968321;454,480;41143;9,05276359795810e+01;0,664
200070332;6750920;895667;809,420;15309;1,89135430308122e+01;0,687
200070340;6465804;996096;957,000;8601;8,98746081504702e+00;0,670
200070365;6200700;680480;564,120;22196;3,93462383889952e+01;0,590
200070373;6743379;511772;538,780;23861;4,42870930621033e+01;0,675
200070407;6489189;717851;1000,220;56671;5,66585351222731e+01;0,674
200070431;6455428;885989;595,790;44327;7,44003759713993e+01;0,623
200070449;6939433;571368;545,660;55020;1,00832019939156e+02;0,724
200070464;6467132;960979;334,440;14599;4,36520751106327e+01;0,658
200070506;6509769;554124;396,270;13049;3,29295682236859e+01;0,687
200070514;6512135;450136;746,780;69283;9,27756501245347e+01;0,648
200070530;6649345;799821;1256,310;35592;2,83305871958354e+01;0,691
200070548;6575546;799917;289,440;15116;5,22249861802101e+01;0,685
200070555;6572950;849278;212,870;22652;1,06412364353831e+02;0,665
200070563;6851465;912199;458,670;44276;9,65312752087557e+01;0,668
200070571;6667838;632239;209,110;6912;3,30543732963512e+01;0,700
200070589;6860278;941551;347,820;18746;5,38956931746306e+01;0,682
200070647;6419439;496795;579,550;60581;1,04531101716849e+02;0,619
200070662;6760454;353764;466,380;32157;6,89502122732536e+01;0,630
200070670;6837282;356164;326,750;23533;7,20214231063504e+01;0,654
200070688;6819991;371075;328,800;21997;6,69008515815085e+01;0,647
200070712;6528081;745096;624,740;37193;5,95335659634408e+01;0,665
200070720;6480180;383231;1112,410;26670;2,39749732562634e+01;0,679
200070738;6879432;913060;460,140;20000;4,34650323814491e+01;0,687
200070746;6892203;993956;341,710;64748;1,89482309560739e+02;0,629
200070753;6532049;710909;406,330;67153;1,65267147392513e+02;0,694
200070761;6492384;754078;1229,880;27563;2,24111295410934e+01;0,638
200070779;6831224;684746;366,400;39446;1,07658296943231e+02;0,640
200070787;6227175;483720;432,030;17755;4,10966831007106e+01;0,680
200070795;6246582;491019;332,790;6915;2,07788695573785e+01;0,665
200070803;6241039;473400;262,450;11103;4,23052009906649e+01;0,677
200070811;6210059;449338;1003,680;15327;1,52708034433286e+01;0,711
200070829;6215582;499441;306,880;7255;2,36411626694473e+01;0,653
200070845;6903951;909533;395,960;53076;1,34043842812405e+02;0,626
200070852;6550215;923719;273,690;20710;7,56695531440681e+01;0,534
200070894;6675892;847329;481,970;29743;6,17113098325622e+01;0,699
200070902;6686939;879799;385,220;23383;6,07003790042054e+01;0,650
200070910;6726251;856697;314,110;4962;1,57970137849798e+01;0,692
200070928;6970076;682243;294,100;18269;6,21183270996260e+01;0,677
200070936;7012167;619907;783,710;33085;4,22158706664455e+01;0,746
200070944;6997714;602105;190,040;22641;1,19138076194485e+02;0,716
200070951;7001345;648533;541,490;31249;5,77092836432806e+01;0,710
200070969;6961896;659784;387,780;21843;5,63283304966734e+01;0,699
200070977;6954210;677784;388,230;25626;6,60072637354146e+01;0,662
200070985;6965076;698480;259,300;20301;7,82915541843425e+01;0,671
200070993;6998319;612886;400,830;48903;1,22004340992441e+02;0,723
200071017;6703589;805584;763,050;15815;2,07260336806238e+01;0,638
200071025;6322607;914031;482,180;9811;2,03471732548011e+01;0,509
200071033;6342650;927377;307,250;5236;1,70414971521562e+01;0,530
200071041;6771165;776751;589,350;10491;1,78009671672181e+01;0,684
200071058;6267121;717358;354,750;27144;7,65158562367865e+01;0,631
200071066;6808503;994937;980,170;74926;7,64418417213341e+01;0,637
200071074;6880046;594009;141,700;22562;1,59223712067749e+02;0,640
200071082;6573917;668134;377,580;61151;1,61955082366651e+02;0,692
200071116;6621210;895173;197,230;34317;1,73994828372966e+02;0,643
200071140;6612516;724286;1339,960;64963;4,84812979491925e+01;0,686
200071157;6778534;982643;502,480;35583;7,08147587963700e+01;0,660
200071165;6617233;337464;116,160;53430;4,59969008264463e+02;0,734
200071173;6672634;807605;474,470;7129;1,50251859970072e+01;0,681
200071181;6972445;622394;896,910;38689;4,31358776242878e+01;0,722
200071199;6545378;722348;354,400;21194;5,98024830699774e+01;0,654
200071207;6677964;821209;498,150;8569;1,72016460905350e+01;0,668
200071215;6522622;671575;843,410;12711;1,50709619283622e+01;0,678
200071223;6990175;637229;314,930;28118;8,92833328041152e+01;0,717
200071298;6263272;595541;621,870;40145;6,45552929068776e+01;0,658
200071314;6294661;550177;378,710;33977;8,97177259644583e+01;0,601
200071363;6556901;740296;742,440;82759;1,11468940251064e+02;0,690
200071371;6589711;848823;259,790;25251;9,71977366334347e+01;0,668
200071389;6568942;713986;917,960;34033;3,70746002004445e+01;0,671
200071405;6392747;832574;283,440;22808;8,04685294947784e+01;0,548
200071413;6412306;827165;604,420;43642;7,22047582806658e+01;0,602
200071454;6874915;570059;660,850;110023;1,66487099947038e+02;0,621
200071470;6585950;750640;1094,500;24773;2,26340794883508e+01;0,689
200071496;6599510;704712;740,380;13767;1,85945055241903e+01;0,634
200071504;6805124;520128;364,660;12317;3,37766686776723e+01;0,679
200071512;6582838;687785;730,730;25858;3,53865312769422e+01;0,688
200071520;6850155;428715;367,130;15914;4,33470432816713e+01;0,701
200071538;6615512;856282;397,680;22278;5,60199155099578e+01;0,679
200071546;6663268;342287;350,760;24771;7,06209373930893e+01;0,625
200071553;6700941;427795;613,750;56389;9,18761710794297e+01;0,693
200071579;6614791;871513;512,920;28338;5,52483818139281e+01;0,669
200071587;6663991;542591;1819,500;51376;2,82363286617203e+01;0,683
200071595;6646979;910141;601,430;21840;3,63134529371664e+01;0,645
200071629;6655934;326697;444,870;47258;1,06228785937465e+02;0,684
200071645;6583239;819413;242,990;8020;3,30054734762747e+01;0,667
200071652;6835624;463679;232,530;4964;2,13477830817529e+01;0,678
200071678;6671740;418096;785,590;104382;1,32870835932229e+02;0,648
200071751;6577953;871747;1226,210;132682;1,08204956736611e+02;0,670
200071769;6935821;725122;278,930;17279;6,19474420105403e+01;0,652
200071777;6827466;789671;609,950;11729;1,92294450364784e+01;0,674
200071785;6948798;721097;385,710;55359;1,43524928054756e+02;0,639
200071819;6499059;517489;575,000;15143;2,63356521739130e+01;0,670
200071827;6508674;479023;644,790;141776;2,19879340560493e+02;0,655
200071843;6912773;600291;346,830;32298;9,31234322290459e+01;0,647
200071850;6781436;656501;433,900;26044;6,00230467849735e+01;0,642
200071868;6730782;421639;586,140;36259;6,18606476268468e+01;0,662
200071876;6688726;466194;1221,220;99236;8,12597238826747e+01;0,664
200071884;6596646;791321;944,990;40136;4,24724071154192e+01;0,714
200071892;6967710;718467;295,710;80689;2,72865307226675e+02;0,667
200071900;6606526;358253;506,780;34115;6,73171790520541e+01;0,691
200071918;6647836;376681;326,510;27946;8,55900278705093e+01;0,673
200071926;6215443;636288;807,180;27553;3,41348893679229e+01;0,615
200071934;6606615;405003;451,440;35052;7,76448697501329e+01;0,652
200071942;6569136;554491;1178,160;22793;1,93462687580634e+01;0,704
200071967;6590463;981462;321,740;41145;1,27882762479020e+02;0,542
200071983;6983296;744663;332,890;16751;5,03199255009162e+01;0,675
200071991;6912043;712091;538,290;29361;5,45449478905423e+01;0,637
200072007;6407262;784266;680,700;4863;7,14411635081534e+00;0,624
200072015;6463905;832000;319,200;48568;1,52155388471178e+02;0,627
200072023;6535108;478202;591,960;21979;3,71291979187783e+01;0,673
200072031;6888793;732236;889,100;54593;6,14025418962996e+01;0,627
200072049;6538854;513297;1324,720;35378;2,67060208949816e+01;0,684
200072056;6604087;885351;190,240;10556;5,54878048780488e+01;0,632
200072064;6694042;576861;732,610;47582;6,49486084001037e+01;0,663
200072072;6742383;547346;1032,190;53337;5,16736259797130e+01;0,711
200072080;6555581;681518;686,450;15841;2,30766989584092e+01;0,669
200072098;6545198;700330;428,760;19162;4,46916689989738e+01;0,661
200072106;6260625;461338;530,610;24238;4,56795009517348e+01;0,673
200072130;6874129;691785;214,900;106448;4,95337366216845e+02;0,581
200072304;6375237;990029;1022,820;7715;7,54287166852428e+00;0,575
200072312;6890954;584385;677,170;82564;1,21925070514051e+02;0,646
200072320;6264023;505027;519,570;10084;1,94083569105222e+01;0,690
200072346;6812499;671475;438,030;68480;1,56336323996073e+02;0,683
200072452;6816892;387889;489,150;55740;1,13952775222324e+02;0,661
200072460;7047913;668728;649,300;276759;4,26242106884337e+02;0,676
200072478;7080724;623114;191,890;25188;1,31262702590026e+02;0,675
200072544;6859290;721423;396,010;26563;6,70765889750259e+01;0,625
200072635;6203275;504812;654,590;15555;2,37629661314716e+01;0,669
200072643;6239176;517007;993,590;44164;4,44489175615697e+01;0,627
200072650;6687185;516121;487,900;52983;1,08593974175036e+02;0,699
200072668;6666105;506337;685,800;25101;3,66010498687664e+01;0,681
200072676;6802342;502479;601,750;27952;4,64511840465310e+01;0,673
200072684;6772207;510401;403,690;30968;7,67123287671233e+01;0,693
200072692;6762692;528487;401,130;15380;3,83416847406078e+01;0,696
200072700;6802742;482808;472,500;22929;4,85269841269841e+01;0,684
200072718;6785328;473079;418,200;18306;4,37733142037303e+01;0,700
200072726;6740960;368119;884,400;44421;5,02272727272727e+01;0,628
200072734;6705993;329913;313,290;39055;1,24660857352613e+02;0,638
200072825;6708167;876380;424,610;12604;2,96837097571890e+01;0,691
200072874;6845692;693286;334,300;28112;8,40921328148370e+01;0,642
200072882;6643824;350576;491,840;44292;9,00536759921926e+01;0,661
200072981;6707003;496065;761,490;33294;4,37221762597014e+01;0,678
200072999;6762054;879519;700,670;20920;2,98571367405483e+01;0,666
200073013;6888377;655703;122,410;32065;2,61947553304469e+02;0,657
200073096;6445053;843579;502,790;57777;1,14912786650490e+02;0,625
200073104;6183114;1193045;391,260;10522;2,68926033839391e+01;0,610
200073112;6737657;490832;545,540;22938;4,20464127286725e+01;0,667
200073120;6191671;1217641;389,120;7434;1,91046463815789e+01;0,612
200073138;6161866;1211412;909,760;6117;6,72375131902919e+00;0,596
200073146;6220877;527552;511,910;17716;3,46076458752515e+01;0,644
200073161;6703729;535847;213,330;39771;1,86429475460554e+02;0,695
200073237;6720873;517396;507,610;21596;4,25444731191269e+01;0,679
200073245;6396465;808845;318,090;39884;1,25385897073155e+02;0,592
200073252;6168841;1226409;234,490;12472;5,31877692012453e+01;0,527
200073260;6605421;383238;950,850;54862;5,76978492927381e+01;0,655
200073344;6835340;614782;636,150;79020;1,24215986795567e+02;0,673
200073393;6446527;739534;1091,050;16837;1,54319233765639e+01;0,647
200073401;6429445;784686;461,790;11171;2,41906494293943e+01;0,623
200073419;6449585;764560;1331,470;82673;6,20915229032573e+01;0,647
200073427;6466575;786108;351,570;30704;8,73339590977615e+01;0,633
200077014;6493164;845000;418,700;90357;2,15803678051111e+02;0,616
200083392;6782792;414963;694,990;113854;1,63821062173556e+02;0,666
200084952;6945859;501092;516,850;268912;5,20290219599497e+02;0,646
200085728;6466851;725722;425,950;16866;3,95961967367062e+01;0,665
200085751;6478544;849184;411,040;67971;1,65363468275594e+02;0,600
200089456;6903299;567996;514,180;103330;2,00960753043681e+02;0,635
200090504;6862823;703986;564,110;92149;1,63352892166421e+02;0,627
200090561;6679215;625900;509,040;38952;7,65205091937765e+01;0,672
200090579;6603005;903061;992,380;24791;2,49813579475604e+01;0,628
200090751;7091547;617516;185,830;104367;5,61626217510628e+02;0,651
200093201;7059539;702086;675,380;1174273;1,73868488850721e+03;0,623
240100610;6531084;860787;127,450;24747;1,94170262848176e+02;0,620
240100750;6578358;931899;404,200;96535;2,38829787234043e+02;0,473
240100800;6528538;852895;65,530;24062;3,67190599725317e+02;0,665
240100883;6535271;882607;713,160;78506;1,10081889057154e+02;0,629
240100891;6562428;914526;179,630;21898;1,21906140399711e+02;0,534
240200444;6975811;759862;728,670;26363;3,61796149148449e+01;0,669
240200469;6955972;750954;432,470;14496;3,35190880292275e+01;0,687
240200477;6920181;723818;181,430;52415;2,88899300005512e+02;0,655
240200493;6980305;718094;451,290;31173;6,90753174233863e+01;0,681
240200501;6919737;738428;397,360;20282;5,10418763841353e+01;0,681
240200519;6907329;727316;232,610;5649;2,42852843815829e+01;0,656
240200576;6933458;764765;571,400;20863;3,65120756037802e+01;0,677
240200584;6876002;723179;236,880;15713;6,63331644714623e+01;0,613
240200592;6927513;752807;179,450;5504;3,06714962385065e+01;0,667
240200600;6975329;779315;351,260;21171;6,02715936912828e+01;0,662
240200634;6957906;778590;258,400;6951;2,69001547987616e+01;0,682
240300491;6570231;749658;333,980;8476;2,53787651955207e+01;0,663
240300558;6614164;679915;495,800;7472;1,50705929810407e+01;0,681
240300566;6596276;669951;191,180;5544;2,89988492520138e+01;0,715
240300657;6592134;654803;381,380;7487;1,96313388221721e+01;0,676
240400440;6327569;924577;311,570;9916;3,18259139198254e+01;0,535
240500439;6432957;982213;877,230;19546;2,22814997207118e+01;0,635
240500462;6416459;978360;522,030;6623;1,26870103250771e+01;0,573
240600551;6320374;1060766;659,960;73935;1,12029516940421e+02;0,550
240600585;6299671;1024874;486,510;177077;3,63974019033524e+02;0,602
240600593;6311771;1049148;215,370;26950;1,25133491201189e+02;0,566
240700302;6380140;792706;279,540;8872;3,17378550475782e+01;0,552
240700617;6384668;801740;92,750;6111;6,58867924528302e+01;0,557
240700716;6451358;826345;148,160;5947;4,01390388768898e+01;0,623
240700815;6389958;820680;220,640;7768;3,52066715010877e+01;0,598
240700864;6366703;827204;263,270;18914;7,18425950545068e+01;0,557
240800821;6997115;826082;274,610;26654;9,70612869159899e+01;0,639
240800847;6948342;853652;527,270;20072;3,80677831092230e+01;0,650
240800862;6947014;810870;1017,880;21852;2,14681494871694e+01;0,689
240800920;6921736;829946;1198,070;17248;1,43964876843590e+01;0,695
